posts,totalPosts,readingRate,postStock,wknd
0,377330.8241,7.947744547,0.543169004,0
0,376240.8174,7.909591045,5.14E-08,1
0,370396.4824,7.573211769,1.12E-08,1
0,372045.2075,7.874583359,0.047279719,1
0,380657.318,8.738450157,3.374515737,0
0,385347.4433,8.498276183,0.772343584,0
0,391324.0657,8.220432326,2.730903275,0
0,394706.8364,8.530429902,0.330400135,0
0,399871.9385,7.790416632,1.779590989,1
0,391196.6186,7.449479012,0.129354093,1
0,382584.9079,7.604832129,0.004476172,1
0,381000.0772,8.453830309,0.002692821,0
0,382767.0569,8.127029075,0.054476349,0
0,376022.3209,8.072010174,0.000264922,0
0,376894.4505,7.910944287,4.80E-06,0
0,375672.21,7.716972197,3.12E-05,1
1,366459.4188,7.302519359,0.002377213,1
0,361307.5916,7.552307405,0.123758977,1
0,363242.695,8.325970601,0.011679201,0
0,366311.8662,8.046971097,5.00E-06,0
0,367819.8454,7.738070785,1.18E-06,0
0,363487.2261,7.444302869,5.01E-06,0
0,350320.0856,7.235457241,3.94956428,1
0,346593.9031,7.426284701,0.000494065,1
0,341734.7066,7.709395473,0.025974443,1
0,343350.4788,8.346014284,0.000427105,0
0,344646.3632,7.482298598,12.88231581,1
0,346568.3697,7.048488015,0.087044214,1
0,343309.8884,7.529917101,0.160252543,1
0,349621.3878,8.136415847,1.249326129,0
0,352147.9628,7.793925537,0.295032565,0
0,361578.0486,7.715874929,0.06185486,0
0,362322.0218,7.622004277,2.06E-08,0
0,366054.3301,7.491666604,0.000486057,1
0,364893.0413,7.136724206,0.010613765,1
0,359180.1714,7.387899476,0.121410318,1
0,361771.7863,7.98326489,3.00E-06,0
0,367024.8065,8.060626823,0.000243269,0
1,374638.2824,7.500189201,0.000972114,0
0,377147.4141,7.288144892,4.934361539,0
0,376261.6442,7.223340571,8.524789803,1
1,365971.8318,7.087086422,9.48E-06,1
1,363434.24,7.350259568,0.207874755,1
0,365104.0349,8.223299972,1.19238801,0
0,367716.6737,7.912888395,0.871085113,0
0,370633.1885,7.652137174,0.00574404,0
0,371843.6599,7.469617743,0.198488021,0
0,369047.7774,7.534433671,1.041120863,1
0,362831.2119,7.189497249,1.032497641,1
1,356494.6032,7.485731835,2.749123796,1
0,363540.5226,8.408633454,0.173583318,0
0,370608.3651,8.099288312,0.695348711,0
0,371006.3651,7.944645368,6.17E-08,0
0,372297.6911,7.869248374,0.118106124,0
0,378849.3983,7.556097522,5.153561514,1
0,366810.0066,7.157637341,0.013949057,1
0,356870.9748,7.315117183,1.36E-05,1
0,366265.9085,8.592566022,1.442448139,0
0,372200.9745,8.142700335,0.126135998,0
0,377001.1182,8.142745078,0.537179477,0
0,377330.8241,7.947744547,0.006706115,0
0,376240.8174,7.909591045,0.000105688,1
0,370396.4824,7.573211769,6.44E-05,1
0,372045.2075,7.874583359,0.877641513,1
0,380657.318,8.738450157,0.236212264,0
0,385347.4433,8.498276183,0.087122204,0
0,391324.0657,8.220432326,5.68E-06,0
0,394706.8364,8.530429902,0.000391263,0
0,399871.9385,7.790416632,0.009876669,1
0,391196.6186,7.449479012,0.022325078,1
0,382584.9079,7.604832129,0.81231964,1
0,381000.0772,8.453830309,0.003033069,0
0,382767.0569,8.127029075,0.414654854,0
0,376022.3209,8.072010174,2.427266201,0
0,376894.4505,7.910944287,5.588975468,0
0,375672.21,7.716972197,6.97E-08,1
0,366459.4188,7.302519359,0.560155574,1
0,361307.5916,7.552307405,0.005589058,1
0,363242.695,8.325970601,0.000894854,0
0,366311.8662,8.046971097,8.70E-07,0
1,367819.8454,7.738070785,2.036438288,0
0,363487.2261,7.444302869,0.175582889,0
0,350320.0856,7.235457241,2.872033661,1
0,346593.9031,7.426284701,0.500276506,1
1,341734.7066,7.709395473,0.006725645,1
0,343350.4788,8.346014284,0.087044225,0
0,344646.3632,7.482298598,0.543778218,1
0,346568.3697,7.048488015,2.913113482,1
0,343309.8884,7.529917101,0.087045815,1
0,349621.3878,8.136415847,0.166902336,0
0,352147.9628,7.793925537,0.000255718,0
0,361578.0486,7.715874929,0.002235372,0
0,362322.0218,7.622004277,0.400315556,0
0,366054.3301,7.491666604,0.1772866,1
0,364893.0413,7.136724206,0.562099494,1
0,359180.1714,7.387899476,0.00167865,1
0,361771.7863,7.98326489,0.018968708,0
0,367024.8065,8.060626823,0.820487873,0
0,374638.2824,7.500189201,8.837366951,0
0,377147.4141,7.288144892,0.118106124,0
0,376261.6442,7.223340571,0.094648891,1
0,365971.8318,7.087086422,0.044607684,1
0,363434.24,7.350259568,1.938995267,1
0,365104.0349,8.223299972,0.212038916,0
0,367716.6737,7.912888395,0.008893308,0
0,370633.1885,7.652137174,0.490148593,0
0,371843.6599,7.469617743,0.735262176,0
0,369047.7774,7.534433671,4.00E-06,1
0,362831.2119,7.189497249,1.60E-07,1
0,356494.6032,7.485731835,3.245358215,1
0,363540.5226,8.408633454,0.087659162,0
0,370608.3651,8.099288312,0.000717504,0
0,371006.3651,7.944645368,0.035089468,0
0,372297.6911,7.869248374,1.10E-06,0
0,378849.3983,7.556097522,1.69E-05,1
0,366810.0066,7.157637341,0.582573266,1
0,356870.9748,7.315117183,0.29914096,1
0,366265.9085,8.592566022,0.217633731,0
0,372200.9745,8.142700335,0.118151788,0
0,377001.1182,8.142745078,4.214009156,0
2,377330.8241,7.947744547,1.73E-05,0
0,376240.8174,7.909591045,0.010687868,1
0,370396.4824,7.573211769,0.141350622,1
0,372045.2075,7.874583359,4.38E-05,1
0,380657.318,8.738450157,0.170243865,0
0,385347.4433,8.498276183,0.000659507,0
0,391324.0657,8.220432326,4.00E-06,0
0,394706.8364,8.530429902,0.174088427,0
0,399871.9385,7.790416632,0.026477718,1
0,391196.6186,7.449479012,0.480252404,1
0,382584.9079,7.604832129,0.000358224,1
0,381000.0772,8.453830309,0.003988625,0
0,382767.0569,8.127029075,0.012361474,0
0,376022.3209,8.072010174,0.051961036,0
0,376894.4505,7.910944287,0.000665991,0
0,375672.21,7.716972197,0.556789753,1
0,366459.4188,7.302519359,0.007323006,1
0,361307.5916,7.552307405,1.411721942,1
0,363242.695,8.325970601,0.000486148,0
0,366311.8662,8.046971097,2.93E-05,0
0,367819.8454,7.738070785,2.30E-05,0
0,363487.2261,7.444302869,0.000105688,0
0,350320.0856,7.235457241,0.124943826,1
0,346593.9031,7.426284701,0.000895202,1
0,341734.7066,7.709395473,2.496082318,1
0,343350.4788,8.346014284,1.484345134,0
0,344646.3632,7.482298598,0.005626162,1
0,346568.3697,7.048488015,0.070288561,1
0,343309.8884,7.529917101,3.61E-08,1
0,349621.3878,8.136415847,0.024589089,0
0,352147.9628,7.793925537,0.835580293,0
0,361578.0486,7.715874929,0.931081308,0
0,362322.0218,7.622004277,1.69E-05,0
0,366054.3301,7.491666604,0.010638679,1
0,364893.0413,7.136724206,2.57E-07,1
0,359180.1714,7.387899476,0.064174577,1
0,361771.7863,7.98326489,2.79E-08,0
0,367024.8065,8.060626823,0.118106124,0
2,374638.2824,7.500189201,8.70E-07,0
0,377147.4141,7.288144892,0.001214185,0
0,376261.6442,7.223340571,0.524865049,1
0,365971.8318,7.087086422,2.186672116,1
0,363434.24,7.350259568,4.29E-06,1
0,365104.0349,8.223299972,2.400770756,0
0,367716.6737,7.912888395,0.000389168,0
0,370633.1885,7.652137174,0.346185964,0
0,371843.6599,7.469617743,0.470060839,0
0,369047.7774,7.534433671,0.336196692,1
0,362831.2119,7.189497249,0.934124887,1
0,356494.6032,7.485731835,5.14E-08,1
0,363540.5226,8.408633454,0.101479467,0
0,370608.3651,8.099288312,0.224719307,0
0,371006.3651,7.944645368,1.990761841,0
1,372297.6911,7.869248374,0.63191666,0
0,378849.3983,7.556097522,18.56170623,1
0,366810.0066,7.157637341,3.710074596,1
0,356870.9748,7.315117183,0.12781701,1
0,366265.9085,8.592566022,4.558847833,0
0,372200.9745,8.142700335,0.065800529,0
0,377001.1182,8.142745078,0.000182086,0
0,377330.8241,7.947744547,0.000105688,0
0,376240.8174,7.909591045,0.85795289,1
0,370396.4824,7.573211769,1.74E-07,1
0,372045.2075,7.874583359,0.020737414,1
0,380657.318,8.738450157,3.28216899,0
0,385347.4433,8.498276183,5.004356484,0
0,391324.0657,8.220432326,1.47E-06,0
0,394706.8364,8.530429902,0.000215847,0
0,399871.9385,7.790416632,1.49E-07,1
0,391196.6186,7.449479012,0.034114383,1
0,382584.9079,7.604832129,0.703211382,1
0,381000.0772,8.453830309,7.09E-07,0
0,382767.0569,8.127029075,10.07345968,0
0,376022.3209,8.072010174,1.344431997,0
0,376894.4505,7.910944287,4.424495192,0
0,375672.21,7.716972197,0.124745031,1
1,366459.4188,7.302519359,2.08941589,1
0,361307.5916,7.552307405,0.612912132,1
0,363242.695,8.325970601,1.12E-08,0
0,366311.8662,8.046971097,5.410573584,0
0,367819.8454,7.738070785,1.638317634,0
0,363487.2261,7.444302869,1.03E-06,0
0,350320.0856,7.235457241,1.414554239,1
0,346593.9031,7.426284701,7.072917684,1
0,341734.7066,7.709395473,0.025680877,1
0,343350.4788,8.346014284,13.36639532,0
1,344646.3632,7.482298598,19.93404767,1
1,346568.3697,7.048488015,0.064151585,1
0,343309.8884,7.529917101,8.23E-09,1
0,349621.3878,8.136415847,0.016752073,0
1,352147.9628,7.793925537,2.09E-07,0
0,361578.0486,7.715874929,2.136248644,0
0,362322.0218,7.622004277,11.8065724,0
0,366054.3301,7.491666604,1.28E-07,1
0,364893.0413,7.136724206,1.25E-05,1
0,359180.1714,7.387899476,1.813666476,1
0,361771.7863,7.98326489,0.321654733,0
0,367024.8065,8.060626823,4.605628177,0
0,374638.2824,7.500189201,1.086338009,0
0,377147.4141,7.288144892,0.000253851,0
0,376261.6442,7.223340571,7.394901916,1
0,365971.8318,7.087086422,8.70E-07,1
0,363434.24,7.350259568,1.280522618,1
0,365104.0349,8.223299972,0.002684562,0
0,367716.6737,7.912888395,0.141839156,0
0,370633.1885,7.652137174,0.758500684,0
0,371843.6599,7.469617743,5.990450423,0
0,369047.7774,7.534433671,3.90E-07,1
2,362831.2119,7.189497249,0.004075838,1
0,356494.6032,7.485731835,0.002338919,1
0,363540.5226,8.408633454,7.09E-07,0
1,370608.3651,8.099288312,2.47E-08,0
1,371006.3651,7.944645368,11.29792475,0
1,372297.6911,7.869248374,9.20E-06,0
1,378849.3983,7.556097522,0.000117802,1
1,366810.0066,7.157637341,0.842115452,1
0,356870.9748,7.315117183,2.161951248,1
0,366265.9085,8.592566022,1.03532831,0
1,372200.9745,8.142700335,0.782607946,0
2,377001.1182,8.142745078,2.119261183,0
1,377330.8241,7.947744547,0.457467422,0
1,376240.8174,7.909591045,0.360371769,1
1,370396.4824,7.573211769,0.000171605,1
0,372045.2075,7.874583359,33.84336703,1
0,380657.318,8.738450157,2.62E-07,0
0,385347.4433,8.498276183,1.201738702,0
0,391324.0657,8.220432326,2.995489028,0
0,394706.8364,8.530429902,0.027898113,0
0,399871.9385,7.790416632,0.295034266,1
0,391196.6186,7.449479012,3.613450854,1
0,382584.9079,7.604832129,0.143673749,1
0,381000.0772,8.453830309,2.336858801,0
0,382767.0569,8.127029075,0.013086998,0
0,376022.3209,8.072010174,0.000659532,0
0,376894.4505,7.910944287,2.11870214,0
0,375672.21,7.716972197,1.097860795,1
0,366459.4188,7.302519359,1.98851597,1
0,361307.5916,7.552307405,2.44E-07,1
0,363242.695,8.325970601,0.008472436,0
0,366311.8662,8.046971097,0.001139339,0
0,367819.8454,7.738070785,0.435370838,0
0,363487.2261,7.444302869,0.896323689,0
0,350320.0856,7.235457241,2.786594969,1
0,346593.9031,7.426284701,0.003161015,1
0,341734.7066,7.709395473,3.21E-07,1
0,343350.4788,8.346014284,1.086338009,0
0,344646.3632,7.482298598,2.763754465,1
0,346568.3697,7.048488015,1.160675982,1
0,343309.8884,7.529917101,0.314006495,1
0,349621.3878,8.136415847,2.414163824,0
0,352147.9628,7.793925537,0.025680877,0
0,361578.0486,7.715874929,5.14E-08,0
0,362322.0218,7.622004277,0.118106124,0
0,366054.3301,7.491666604,0.354318465,1
0,364893.0413,7.136724206,0.004616552,1
0,359180.1714,7.387899476,0.400801613,1
0,361771.7863,7.98326489,2.17E-05,0
0,367024.8065,8.060626823,2.021604456,0
0,374638.2824,7.500189201,0.306588556,0
0,377147.4141,7.288144892,1.675940034,0
0,376261.6442,7.223340571,0.002684562,1
0,365971.8318,7.087086422,2.303282795,1
0,363434.24,7.350259568,5.74E-05,1
0,365104.0349,8.223299972,0.001214185,0
0,367716.6737,7.912888395,0.011168049,0
0,370633.1885,7.652137174,0.000380407,0
0,371843.6599,7.469617743,1.024421262,0
0,369047.7774,7.534433671,0.01116806,1
0,362831.2119,7.189497249,0.382244409,1
0,356494.6032,7.485731835,0.98832746,1
0,363540.5226,8.408633454,0.001556609,0
0,370608.3651,8.099288312,1.34747065,0
0,371006.3651,7.944645368,0.000358398,0
0,372297.6911,7.869248374,0.004470744,0
0,378849.3983,7.556097522,0.09794883,1
0,366810.0066,7.157637341,0.652433165,1
0,356870.9748,7.315117183,0.002231916,1
0,366265.9085,8.592566022,0.000894854,0
0,372200.9745,8.142700335,8.71E-08,0
0,377001.1182,8.142745078,0.36543057,0
0,377330.8241,7.947744547,1.60E-06,0
0,376240.8174,7.909591045,0.236212249,1
0,370396.4824,7.573211769,0.53100524,1
0,372045.2075,7.874583359,9.46E-08,1
0,380657.318,8.738450157,3.68E-06,0
0,385347.4433,8.498276183,0.064151585,0
0,391324.0657,8.220432326,0.826742871,0
0,394706.8364,8.530429902,0.741681006,0
0,399871.9385,7.790416632,1.52E-05,1
0,391196.6186,7.449479012,0.001214185,1
0,382584.9079,7.604832129,0.004115426,1
0,381000.0772,8.453830309,3.31E-07,0
0,382767.0569,8.127029075,0.779761224,0
0,376022.3209,8.072010174,0.91561802,0
0,376894.4505,7.910944287,1.387497332,0
0,375672.21,7.716972197,6.78E-06,1
0,366459.4188,7.302519359,0.278174455,1
0,361307.5916,7.552307405,0.27290426,1
0,363242.695,8.325970601,8.25E-06,0
0,366311.8662,8.046971097,3.073601882,0
0,367819.8454,7.738070785,0.23238689,0
0,363487.2261,7.444302869,0.773729441,0
0,350320.0856,7.235457241,0.002352632,1
0,346593.9031,7.426284701,4.35E-07,1
0,341734.7066,7.709395473,1.280169011,1
0,343350.4788,8.346014284,0.064151585,0
1,344646.3632,7.482298598,0.020675722,1
0,346568.3697,7.048488015,0.41127978,1
0,343309.8884,7.529917101,6.78E-06,1
1,349621.3878,8.136415847,1.365278363,0
0,352147.9628,7.793925537,1.69E-05,0
4,361578.0486,7.715874929,0.000534981,0
0,362322.0218,7.622004277,0.001085387,0
0,366054.3301,7.491666604,0.000143403,1
2,364893.0413,7.136724206,0.726424752,1
0,359180.1714,7.387899476,4.944031124,1
1,361771.7863,7.98326489,0.064151869,0
0,367024.8065,8.060626823,0.141839207,0
1,374638.2824,7.500189201,1.28E-07,0
0,377147.4141,7.288144892,2.38E-06,0
0,376261.6442,7.223340571,0.118106124,1
1,365971.8318,7.087086422,0.139759059,1
2,363434.24,7.350259568,0.409415047,1
0,365104.0349,8.223299972,6.94E-07,0
1,367716.6737,7.912888395,0.000280837,0
1,370633.1885,7.652137174,0.099665986,0
1,371843.6599,7.469617743,1.52E-08,0
1,369047.7774,7.534433671,2.47E-08,1
0,362831.2119,7.189497249,5.14E-08,1
0,356494.6032,7.485731835,2.05E-05,1
6,363540.5226,8.408633454,0.002235394,0
1,370608.3651,8.099288312,11.10161694,0
1,371006.3651,7.944645368,0.000565907,0
1,372297.6911,7.869248374,0.978335247,0
0,378849.3983,7.556097522,0.178562698,1
3,366810.0066,7.157637341,4.739098821,1
0,356870.9748,7.315117183,0.051699217,1
1,366265.9085,8.592566022,0.543312407,0
1,372200.9745,8.142700335,7.37E-06,0
1,377001.1182,8.142745078,0.188228719,0
0,377330.8241,7.947744547,1.279661189,0
0,376240.8174,7.909591045,0.010280455,1
3,370396.4824,7.573211769,0.229903158,1
1,372045.2075,7.874583359,0.002317743,1
3,380657.318,8.738450157,1.475180209,0
0,385347.4433,8.498276183,13.13627465,0
0,391324.0657,8.220432326,4.635057046,0
0,394706.8364,8.530429902,3.147532716,0
1,399871.9385,7.790416632,0.737000006,1
0,391196.6186,7.449479012,2.15E-05,1
0,382584.9079,7.604832129,0.77959242,1
0,381000.0772,8.453830309,0.015454423,0
0,382767.0569,8.127029075,1.093209077,0
0,376022.3209,8.072010174,2.79E-08,0
0,376894.4505,7.910944287,1.270323177,0
0,375672.21,7.716972197,0.048117509,1
0,366459.4188,7.302519359,29.06359683,1
0,361307.5916,7.552307405,0.440146441,1
0,363242.695,8.325970601,0.001631621,0
0,366311.8662,8.046971097,1.594834311,0
1,367819.8454,7.738070785,1.09E-06,0
0,363487.2261,7.444302869,9.54E-06,0
0,350320.0856,7.235457241,0.000486057,1
0,346593.9031,7.426284701,1.19E-06,1
0,341734.7066,7.709395473,0.031842112,1
0,343350.4788,8.346014284,7.48E-05,0
0,344646.3632,7.482298598,0.003033084,1
0,346568.3697,7.048488015,3.170164537,1
0,343309.8884,7.529917101,0.228315189,1
0,349621.3878,8.136415847,0.055950113,0
0,352147.9628,7.793925537,0.035041083,0
0,361578.0486,7.715874929,1.10E-05,0
0,362322.0218,7.622004277,1.630561041,0
0,366054.3301,7.491666604,4.411347712,1
0,364893.0413,7.136724206,0.082968988,1
0,359180.1714,7.387899476,8.51781417,1
0,361771.7863,7.98326489,0.002235372,0
0,367024.8065,8.060626823,4.422031218,0
0,374638.2824,7.500189201,0.094038384,0
0,377147.4141,7.288144892,0.119950984,0
0,376261.6442,7.223340571,12.73004365,1
0,365971.8318,7.087086422,0.04184717,1
0,363434.24,7.350259568,0.255179909,1
0,365104.0349,8.223299972,0.000283294,0
0,367716.6737,7.912888395,2.630338907,0
0,370633.1885,7.652137174,1.12487806,0
0,371843.6599,7.469617743,1.490757082,0
0,369047.7774,7.534433671,0.664959508,1
0,362831.2119,7.189497249,8.79E-06,1
0,356494.6032,7.485731835,1.601262225,1
0,363540.5226,8.408633454,0.29375132,0
0,370608.3651,8.099288312,1.35693976,0
0,371006.3651,7.944645368,11.39084095,0
0,372297.6911,7.869248374,0.037855155,0
0,378849.3983,7.556097522,6.10E-05,1
0,366810.0066,7.157637341,0.018926807,1
0,356870.9748,7.315117183,1.963868771,1
0,366265.9085,8.592566022,1.60E-06,0
0,372200.9745,8.142700335,1.285921779,0
0,377001.1182,8.142745078,0.118484514,0
0,377330.8241,7.947744547,2.083482635,0
0,376240.8174,7.909591045,0.174088427,1
0,370396.4824,7.573211769,0.034892984,1
0,372045.2075,7.874583359,0.012614209,1
0,380657.318,8.738450157,2.770715612,0
0,385347.4433,8.498276183,2.39E-05,0
0,391324.0657,8.220432326,0.320757927,0
0,394706.8364,8.530429902,0.047218996,0
1,399871.9385,7.790416632,0.013094084,1
0,391196.6186,7.449479012,1.263986289,1
0,382584.9079,7.604832129,9.108126202,1
0,381000.0772,8.453830309,0.024246103,0
0,382767.0569,8.127029075,1.74E-07,0
0,376022.3209,8.072010174,5.43E-06,0
0,376894.4505,7.910944287,5.74E-05,0
0,375672.21,7.716972197,1.89E-07,1
0,366459.4188,7.302519359,1.090601457,1
1,361307.5916,7.552307405,0.087044214,1
0,363242.695,8.325970601,3.68E-06,0
0,366311.8662,8.046971097,1.181061244,0
0,367819.8454,7.738070785,0.543191985,0
0,363487.2261,7.444302869,0.012435173,0
0,350320.0856,7.235457241,1.09E-06,1
0,346593.9031,7.426284701,0.217439237,1
0,341734.7066,7.709395473,0.012346278,1
0,343350.4788,8.346014284,9.819447544,0
1,344646.3632,7.482298598,3.68E-06,1
1,346568.3697,7.048488015,1.629507013,1
0,343309.8884,7.529917101,0.007105163,1
0,349621.3878,8.136415847,1.00E-07,0
1,352147.9628,7.793925537,6.97E-08,0
2,361578.0486,7.715874929,0.829857596,0
1,362322.0218,7.622004277,4.35E-07,0
1,366054.3301,7.491666604,0.055796226,1
0,364893.0413,7.136724206,0.051754009,1
0,359180.1714,7.387899476,5.00E-06,1
0,361771.7863,7.98326489,1.896456416,0
2,367024.8065,8.060626823,0.393879788,0
1,374638.2824,7.500189201,0.067653433,0
4,377147.4141,7.288144892,0.046499025,0
0,376261.6442,7.223340571,0.118108712,1
0,365971.8318,7.087086422,0.003236504,1
1,363434.24,7.350259568,0.78576756,1
0,365104.0349,8.223299972,0.000659535,0
0,367716.6737,7.912888395,0.961134467,0
2,370633.1885,7.652137174,6.71E-07,0
4,371843.6599,7.469617743,3.405279432,0
3,369047.7774,7.534433671,5.625866374,1
2,362831.2119,7.189497249,0.075849892,1
0,356494.6032,7.485731835,1.157303833,1
1,363540.5226,8.408633454,0.014006463,0
2,370608.3651,8.099288312,0.160252543,0
0,371006.3651,7.944645368,0.064151585,0
11,372297.6911,7.869248374,0.543169004,0
2,378849.3983,7.556097522,3.68E-06,1
1,366810.0066,7.157637341,2.71E-05,1
2,356870.9748,7.315117183,1.74E-07,1
5,366265.9085,8.592566022,5.36E-06,0
4,372200.9745,8.142700335,1.69E-05,0
2,377001.1182,8.142745078,2.26E-07,0
4,377330.8241,7.947744547,0.010290993,0
1,376240.8174,7.909591045,0.000408277,1
1,370396.4824,7.573211769,15.52982631,1
0,372045.2075,7.874583359,2.30E-05,1
2,380657.318,8.738450157,7.06E-06,0
0,385347.4433,8.498276183,0.042604307,0
1,391324.0657,8.220432326,0.365391923,0
1,394706.8364,8.530429902,3.240287812,0
2,399871.9385,7.790416632,5.90E-07,1
0,391196.6186,7.449479012,0.049008249,1
1,382584.9079,7.604832129,1.20E-06,1
0,381000.0772,8.453830309,7.10E-08,0
2,382767.0569,8.127029075,5.74E-05,0
3,376022.3209,8.072010174,2.24E-06,0
3,376894.4505,7.910944287,5.00E-06,0
1,375672.21,7.716972197,4.234126165,1
2,366459.4188,7.302519359,10.0543399,1
1,361307.5916,7.552307405,0.003882841,1
0,363242.695,8.325970601,2.76E-05,0
1,366311.8662,8.046971097,0.524151367,0
0,367819.8454,7.738070785,0.004470744,0
0,363487.2261,7.444302869,0.047908886,0
0,350320.0856,7.235457241,0.000317063,1
0,346593.9031,7.426284701,0.00146983,1
0,341734.7066,7.709395473,4.80E-06,1
0,343350.4788,8.346014284,0.064151585,0
0,344646.3632,7.482298598,0.434880001,1
0,346568.3697,7.048488015,1.112230262,1
0,343309.8884,7.529917101,0.92525419,1
0,349621.3878,8.136415847,0.000389152,0
0,352147.9628,7.793925537,0.025704331,0
0,361578.0486,7.715874929,0.738345222,0
0,362322.0218,7.622004277,1.086338009,0
0,366054.3301,7.491666604,0.830393041,1
0,364893.0413,7.136724206,0.037080524,1
0,359180.1714,7.387899476,1.553107803,1
0,361771.7863,7.98326489,0.474613332,0
0,367024.8065,8.060626823,0.655896096,0
0,374638.2824,7.500189201,0.000272468,0
0,377147.4141,7.288144892,0.087251272,0
0,376261.6442,7.223340571,0.150725083,1
0,365971.8318,7.087086422,0.057505001,1
0,363434.24,7.350259568,1.153939138,1
0,365104.0349,8.223299972,1.794965165,0
0,367716.6737,7.912888395,0.020525621,0
0,370633.1885,7.652137174,0.000426599,0
0,371843.6599,7.469617743,1.988951453,0
0,369047.7774,7.534433671,0.007583772,1
0,362831.2119,7.189497249,2.772575182,1
0,356494.6032,7.485731835,1.562118173,1
0,363540.5226,8.408633454,0.298973082,0
0,370608.3651,8.099288312,0.018926807,0
0,371006.3651,7.944645368,0.088727231,0
1,372297.6911,7.869248374,0.02056155,0
0,378849.3983,7.556097522,1.479978355,1
0,366810.0066,7.157637341,2.06E-08,1
