CustomerID,Age,Income,HomeVal,Tenure,DirectDeposit,Loan,NumAccounts,Dist,MktShare,ChurnTime,Censored
28,67,0.5,8.7,16.47091034,0,0,2,2.5328125,0.122971377,5.6,0
29,57,9.5,22.5,11.25256674,1,0,3,2.5328125,0.122971377,7.5,0
30,77,4.3,22.5,21.96851472,0,0,2,2.5328125,0.122971377,12.6,0
31,57,4.8,16.3,9.848049281,0,0,2,2.5328125,0.122971377,8.1,0
32,62,7.5,16.3,26.54893908,0,0,5,2.5328125,0.122971377,3.4,1
33,47,15,55,12.95824778,0,1,5,1.920789474,0.1480123,5.5,0
34,52,10.5,22.5,7.134839151,1,1,4,2.5328125,0.122971377,10.1,0
35,47,9.5,37.5,9.719370294,0,0,2,1.282424242,0.029138509,3.5,0
36,52,15,75,17.99863108,0,1,4,1.920789474,0.1480123,0.8,0
37,67,11.5,47.5,18.48596852,1,0,2,1.920789474,0.1480123,9.1,0
38,62,11.5,55,19.15126626,1,0,3,1.920789474,0.1480123,6.6,0
39,37,15,65,2.74606434,0,1,3,1.282424242,0.029138509,7.9,0
40,57,5.3,16.3,5.659137577,1,1,5,2.5328125,0.122971377,0.8,0
41,77,15,55,6.425735797,0,0,3,1.920789474,0.1480123,4.8,0
42,52,15,55,15.45790554,1,1,3,1.920789474,0.1480123,7.3,0
43,77,15,47.5,26.54072553,1,0,2,1.920789474,0.1480123,10.7,0
44,47,15,65,15.88774812,0,0,3,1.920789474,0.1480123,9.1,0
45,52,6.5,55,30.28336756,1,1,5,1.920789474,0.1480123,7.5,0
46,77,15,65,18.17932923,1,0,1,1.920789474,0.1480123,8.5,1
47,67,15,37.5,21.81519507,1,0,2,1.920789474,0.1480123,10.7,0
48,77,15,37.5,21.50855578,1,0,1,1.920789474,0.1480123,6.7,0
49,77,15,42.5,14.11635866,1,1,3,1.920789474,0.1480123,8.8,0
50,52,12.5,42.5,14.17385353,0,0,2,1.920789474,0.1480123,0.1,0
51,77,12.5,37.5,20.64613279,1,1,2,1.920789474,0.1480123,12.3,1
52,72,2.8,37.5,26.51060917,1,1,3,1.920789474,0.1480123,9.9,0
53,67,15,55,18.83915127,1,0,2,1.920789474,0.1480123,7,1
54,52,15,42.5,1.407255305,0,0,1,1.920789474,0.1480123,4,0
55,52,15,65,24.62422998,1,0,3,1.920789474,0.1480123,5.8,0
56,67,15,65,12.25462012,1,1,3,1.920789474,0.1480123,12.3,0
57,67,15,37.5,18.59000685,1,1,3,1.920789474,0.1480123,6.2,0
58,47,15,55,22.79534565,1,1,5,1.920789474,0.1480123,7.5,0
59,62,15,55,29.25667351,1,0,1,1.920789474,0.1480123,8.7,0
60,67,15,47.5,14.28610541,1,0,3,1.920789474,0.1480123,1.7,1
61,47,5.3,18.7,11.15400411,1,0,1,2.5328125,0.122971377,7.8,0
62,62,15,37.5,12.77481177,0,0,1,1.920789474,0.1480123,9.3,1
63,47,9.5,42.5,2.828199863,1,1,7,1.282424242,0.029138509,7.9,0
64,42,9.5,27.5,5.771389459,1,0,5,1.545344828,0.07813204,3.9,0
65,21,11.5,22.5,6.236824093,1,0,2,1.545344828,0.07813204,11.5,1
66,37,5.8,18.7,4.542094456,1,0,1,1.545344828,0.07813204,10.9,0
67,62,4.8,27.5,12.81314168,1,0,2,1.545344828,0.07813204,8.7,0
68,77,13.5,27.5,2.058863792,1,0,2,1.545344828,0.07813204,9.2,0
69,37,5.8,27.5,2.321697468,1,0,3,1.545344828,0.07813204,16.1,0
70,47,6.5,22.5,3.151266256,0,0,2,1.545344828,0.07813204,10.2,0
71,42,6.5,22.5,3.383983573,1,0,2,1.545344828,0.07813204,3.9,0
72,72,6.5,16.3,1.062286105,0,0,2,1.545344828,0.07813204,5.9,0
73,67,1.8,16.3,1.448323066,1,0,3,1.545344828,0.07813204,12,0
74,52,13.5,27.5,1.500342231,0,0,2,1.545344828,0.07813204,7.3,0
75,62,2.3,11.3,2.683093771,1,0,1,1.545344828,0.07813204,4.6,0
76,70,3.3,16.3,16.5065024,1,0,1,1.545344828,0.07813204,11.8,1
77,72,0.5,1.3,2.595482546,1,0,2,1.545344828,0.07813204,15.8,0
78,72,8.5,22.5,2.376454483,1,0,1,1.545344828,0.07813204,7.5,0
79,77,3.3,13.7,1.793292266,0,0,1,1.545344828,0.07813204,4.2,0
80,42,11.5,22.5,1.768651609,1,0,2,1.545344828,0.07813204,8.6,0
81,67,3.8,18.7,2.056125941,0,0,1,1.545344828,0.07813204,2.8,1
82,57,4.8,22.5,2.740588638,0,0,1,1.545344828,0.07813204,3.9,0
83,62,10.5,32.5,23.02806297,1,1,3,1.545344828,0.07813204,11.8,0
84,42,5.8,13.7,15.8384668,1,0,4,1.545344828,0.07813204,13.9,0
85,57,11.5,27.5,17.13073238,0,0,3,1.545344828,0.07813204,1,0
86,57,5.3,22.5,6.92128679,0,0,2,1.545344828,0.07813204,6.4,0
87,62,9.5,32.5,44.99931554,1,1,4,1.545344828,0.07813204,4.9,0
88,52,3.8,22.5,10.72416153,0,0,1,1.545344828,0.07813204,10.1,0
89,57,4.8,22.5,11.32648871,0,0,3,1.545344828,0.07813204,3.7,1
90,37,5.8,27.5,19.69062286,1,0,3,1.545344828,0.07813204,9.4,0
91,57,8.5,22.5,7.000684463,1,0,3,1.545344828,0.07813204,9.6,0
92,67,9.5,27.5,35.95893224,0,1,5,1.545344828,0.07813204,13.2,0
93,67,0.5,16.3,18.59000685,1,0,2,1.545344828,0.07813204,1.1,1
94,52,9.5,18.7,26.64750171,0,0,2,1.545344828,0.07813204,7.4,0
95,52,9.5,22.5,17.41273101,1,1,5,1.545344828,0.07813204,6,0
96,47,9.5,18.7,6.620123203,1,0,3,1.545344828,0.07813204,12.3,0
97,52,15,37.5,34.99794661,1,1,3,1.545344828,0.07813204,11,0
98,52,7.5,22.5,6.247775496,0,1,2,1.545344828,0.07813204,7.6,0
99,47,11.5,22.5,6.239561944,1,1,3,1.545344828,0.07813204,2.7,0
100,52,7.5,22.5,6.201232033,0,0,4,1.545344828,0.07813204,4.3,0
101,57,9.5,18.7,6.250513347,1,0,3,1.545344828,0.07813204,11.5,0
102,62,9.5,18.7,6.162902122,1,0,3,1.545344828,0.07813204,15.7,0
103,57,12.5,22.5,6.149212868,0,1,5,1.545344828,0.07813204,4.9,0
104,37,4.8,16.3,6.15468857,0,0,3,1.545344828,0.07813204,11.7,0
105,52,8.5,32.5,5.971252567,1,1,3,1.545344828,0.07813204,2.7,1
106,72,10.5,27.5,9.894592745,1,0,4,1.545344828,0.07813204,16.3,0
107,77,15,150,5.98220397,1,1,5,1.545344828,0.07813204,5,0
108,57,9.5,22.5,5.965776865,0,0,2,1.545344828,0.07813204,10.2,0
109,52,7.5,22.5,5.921971253,0,0,3,1.545344828,0.07813204,14.3,0
110,42,8.5,32.5,5.911019849,1,1,3,1.545344828,0.07813204,9.2,0
111,52,8.5,18.7,4.703627652,0,0,1,1.545344828,0.07813204,4.3,0
112,52,8.5,22.5,4.45174538,0,0,1,1.545344828,0.07813204,5,1
113,37,5.3,16.3,5.615331964,0,0,1,1.545344828,0.07813204,10.5,0
114,72,3.3,18.7,2.184804928,1,1,2,1.545344828,0.07813204,13.6,0
115,42,7.5,27.5,3.389459275,1,1,4,1.545344828,0.07813204,8.8,0
116,77,4.8,22.5,5.708418891,1,0,1,1.545344828,0.07813204,15.1,0
117,42,8.5,18.7,1.954825462,1,1,3,1.545344828,0.07813204,6.9,0
118,77,2.3,22.5,5.2183436,0,0,2,1.545344828,0.07813204,6.1,1
119,52,11.5,27.5,4.750171116,0,0,1,1.545344828,0.07813204,5.9,0
120,37,13.5,32.5,5.07871321,1,0,2,1.545344828,0.07813204,11.7,0
121,62,12.5,32.5,2.910335387,1,0,2,1.545344828,0.07813204,0.9,0
122,57,10.5,32.5,1.420944559,0,1,4,1.545344828,0.07813204,3.4,0
123,62,8.5,22.5,2.455852156,0,0,2,1.545344828,0.07813204,9.1,0
124,72,15,27.5,59.93702943,0,0,2,0.883,0.294791037,6.7,1
125,72,6.5,32.5,8.613278576,1,0,4,0.883,0.294791037,3.1,0
126,37,13.5,32.5,5.579739904,0,0,3,0.883,0.294791037,8.8,0
127,72,9.5,37.5,28.19164956,1,0,2,0.883,0.294791037,14.5,1
128,37,15,37.5,7.290896646,1,1,3,0.883,0.294791037,6.3,0
129,37,7.5,22.5,1.059548255,1,1,4,0.883,0.294791037,10.7,0
130,42,9.5,32.5,14.22587269,1,1,8,0.883,0.294791037,14.7,0
131,70,4.8,18.7,15.37577002,0,0,2,0.883,0.294791037,4.5,1
132,42,6.5,22.5,10.14647502,1,0,1,0.883,0.294791037,9.3,1
133,52,6.5,27.5,4.761122519,0,1,4,0.883,0.294791037,6.5,0
134,77,8.5,37.5,21.24572211,0,0,3,0.883,0.294791037,3.4,0
135,32,9.5,27.5,2.357289528,1,0,1,0.883,0.294791037,0.3,0
136,57,9.5,22.5,19.76728268,1,0,4,0.883,0.294791037,0.9,0
137,42,6.5,18.7,9.587953457,1,0,1,0.883,0.294791037,4.3,0
138,67,7.5,16.3,23.92881588,1,0,8,0.883,0.294791037,10.8,0
139,72,5.3,22.5,14.48870637,1,0,4,0.883,0.294791037,1.2,0
140,52,7.5,22.5,17.229295,1,0,4,0.883,0.294791037,6.3,1
141,47,15,37.5,18.11362081,1,0,3,0.883,0.294791037,8.9,0
142,37,13.5,22.5,9.399041752,0,1,5,0.883,0.294791037,8.5,0
143,37,11.5,22.5,13.13073238,1,0,2,0.883,0.294791037,14,0
144,77,2.3,18.7,24.50102669,1,0,2,0.883,0.294791037,8.8,0
145,42,10.5,22.5,12.75564682,1,0,3,0.883,0.294791037,0.5,0
146,52,5.8,22.5,24.07118412,1,1,4,0.883,0.294791037,15.8,0
147,37,7.5,32.5,13.98220397,1,0,2,0.883,0.294791037,6.6,0
148,67,6.5,27.5,44.99931554,1,1,4,0.883,0.294791037,12.8,0
149,72,9.5,32.5,17.88090349,1,0,4,0.883,0.294791037,3.9,0
150,77,9.5,22.5,28.45174538,1,0,4,0.883,0.294791037,8.7,0
151,77,4.8,22.5,22.41752225,1,0,3,0.883,0.294791037,6.3,0
152,37,13.5,32.5,15.15947981,0,0,2,0.883,0.294791037,4.5,1
153,72,5.3,22.5,23.19233402,1,0,2,0.883,0.294791037,6.9,0
154,47,12.5,32.5,19.27720739,0,0,5,0.883,0.294791037,12.5,0
155,62,13.5,32.5,16.91170431,1,0,5,0.883,0.294791037,10.2,0
156,42,8.5,32.5,14.82272416,0,1,3,0.883,0.294791037,3.2,1
157,62,6.5,22.5,7.121149897,1,0,1,0.883,0.294791037,5.7,0
158,77,2.8,18.7,16.89527721,1,0,4,0.883,0.294791037,2.6,0
159,62,5.8,18.7,30.75154004,0,0,7,0.883,0.294791037,5.3,0
160,72,9.5,32.5,28.50102669,0,1,4,0.883,0.294791037,5.1,0
161,52,15,27.5,17.47022587,1,1,4,0.883,0.294791037,5.6,0
162,70,8.5,32.5,16.79945243,0,0,3,0.883,0.294791037,13,0
163,72,5.3,22.5,10.36824093,1,0,2,0.883,0.294791037,10.2,0
164,32,8.5,32.5,18.25051335,1,1,4,0.883,0.294791037,4,0
165,42,13.5,32.5,8.506502396,1,0,2,0.883,0.294791037,8.6,0
166,32,7.5,18.7,21.45653662,0,0,4,0.883,0.294791037,6.4,0
167,47,15,32.5,21.15811088,1,0,3,0.883,0.294791037,8.9,0
168,47,11.5,27.5,30.2422998,0,0,2,0.883,0.294791037,7.3,0
169,62,7.5,16.3,8.386036961,1,1,4,0.883,0.294791037,2.2,1
170,47,4.3,18.7,8.221765914,0,0,2,0.883,0.294791037,6.8,0
171,52,15,42.5,15.16495551,1,0,2,0.883,0.294791037,16.6,0
172,57,7.5,22.5,19.99178645,1,0,1,0.883,0.294791037,6.8,0
173,52,13.5,47.5,9.965776865,0,0,3,0.883,0.294791037,3.7,0
174,62,15,42.5,7.107460643,0,1,2,0.883,0.294791037,8.4,0
175,67,11.5,22.5,26.87748118,1,1,3,0.883,0.294791037,10.2,0
176,47,11.5,22.5,13.29226557,1,0,2,0.883,0.294791037,4.3,0
177,72,2.3,18.7,28.16974675,1,1,4,0.883,0.294791037,14.3,0
178,42,11.5,22.5,8.97467488,1,0,3,0.883,0.294791037,8.2,0
179,57,12.5,22.5,14.56262834,0,0,1,0.883,0.294791037,11.9,0
180,37,9.5,37.5,10.71594798,1,1,6,0.883,0.294791037,3.6,0
181,72,3.3,27.5,14.18754278,1,0,2,0.883,0.294791037,12.5,0
182,77,8.5,32.5,20.38329911,1,0,2,0.883,0.294791037,12.1,1
183,70,6.5,22.5,17.68651609,1,0,1,0.883,0.294791037,5.6,0
184,57,13.5,27.5,30.58453114,1,0,4,0.883,0.294791037,5.9,0
185,57,15,27.5,28.16427105,0,1,3,0.883,0.294791037,1.6,0
186,70,9.5,22.5,9.188227242,1,0,2,0.883,0.294791037,5.6,0
187,37,7.5,32.5,17.80698152,1,0,4,0.883,0.294791037,12.2,0
188,62,15,150,23.80835045,0,0,4,0.883,0.294791037,4.7,0
189,62,15,37.5,11.57563313,0,0,1,0.883,0.294791037,12.7,0
190,72,0.5,16.3,6.004106776,1,0,2,0.883,0.294791037,7.4,0
191,52,12.5,27.5,2.483230664,0,0,2,0.883,0.294791037,9.4,0
192,77,2.3,18.7,13.31143053,1,0,1,0.883,0.294791037,7.2,0
193,47,9.5,22.5,12.90896646,0,0,2,0.883,0.294791037,8.1,0
194,57,4.3,22.5,6.904859685,1,0,2,0.883,0.294791037,10,0
195,52,15,27.5,15.39493498,0,0,2,0.883,0.294791037,5.5,0
196,52,9.5,32.5,5.404517454,0,0,1,0.883,0.294791037,8.6,0
197,21,9.5,32.5,13.16084873,0,0,2,0.883,0.294791037,6.5,0
198,42,15,42.5,13.72758385,0,0,2,0.883,0.294791037,1,1
199,57,15,85,1.593429158,0,0,1,1.778965517,0.096559726,7.3,0
200,67,15,65,1.902806297,0,0,2,1.778965517,0.096559726,6.5,0
201,47,11.5,75,14.74606434,1,0,2,1.778965517,0.096559726,7,0
202,47,15,47.5,3.047227926,1,1,4,1.778965517,0.096559726,6.4,0
203,77,8.5,65,2.286105407,0,0,1,1.778965517,0.096559726,7.1,0
204,42,15,75,2.119096509,0,0,2,1.778965517,0.096559726,11.8,0
205,37,15,65,2.321697468,0,0,3,3.777391304,0.047625085,7.3,1
206,77,11.5,42.5,1.248459959,0,0,1,1.658095238,0.063889094,4.2,0
207,47,15,95,7.463381246,1,1,4,3.777391304,0.047625085,10.6,0
208,42,15,75,6.830937714,1,1,6,1.778965517,0.096559726,10.9,0
209,67,9.5,47.5,10.68583162,0,1,2,1.658095238,0.063889094,9.4,0
210,52,15,75,7.65229295,1,1,2,1.778965517,0.096559726,11.6,0
211,72,15,55,17.18275154,1,1,3,1.778965517,0.096559726,2.5,1
212,37,15,47.5,5.601642711,0,0,2,1.778965517,0.096559726,4.4,0
213,57,15,65,11.09650924,1,0,1,1.778965517,0.096559726,6.1,0
214,42,15,75,12.30663929,0,0,2,1.778965517,0.096559726,11.9,0
215,77,15,65,9.067761807,1,0,1,1.778965517,0.096559726,3.4,0
216,37,12.5,95,15.36208077,0,0,2,1.778965517,0.096559726,9.2,0
217,62,15,75,5.489390828,0,0,2,1.778965517,0.096559726,9.2,0
218,67,15,55,7.069130732,1,0,1,1.778965517,0.096559726,12.1,0
219,47,10.5,42.5,19.10746064,1,1,4,1.778965517,0.096559726,1.8,0
220,52,15,65,16.65982204,1,0,1,1.778965517,0.096559726,5.9,0
221,52,15,65,11.1156742,1,1,6,1.778965517,0.096559726,6.2,0
222,42,15,75,3.430527036,1,1,3,1.778965517,0.096559726,5.2,0
223,62,15,65,18.16016427,1,0,2,1.778965517,0.096559726,9.2,0
224,47,15,75,13.96030116,1,1,6,1.778965517,0.096559726,12,0
225,77,15,32.5,14.97330596,1,0,3,2.503636364,0.136744807,13.8,0
226,47,5.8,18.7,18.32443532,1,0,1,2.503636364,0.136744807,1.3,0
227,32,15,55,13.77686516,1,0,1,2.503636364,0.136744807,3.5,1
228,32,10.5,32.5,20.5065024,1,0,2,2.503636364,0.136744807,8.6,0
229,52,15,75,3.039014374,0,1,4,1.514242424,0.050485389,4.6,0
230,62,15,65,1.771389459,0,0,3,1.514242424,0.050485389,4.5,0
231,37,12.5,27.5,14.18480493,1,0,2,2.503636364,0.136744807,1.9,0
232,37,15,32.5,2.98973306,1,0,2,2.503636364,0.136744807,12.7,0
233,62,9.5,32.5,6.767967146,1,0,1,2.503636364,0.136744807,8.6,0
234,57,15,32.5,7.515400411,0,1,3,1.514242424,0.050485389,5.8,1
235,77,9.5,37.5,3.485284052,0,0,3,1.153225807,0.006668057,9.2,0
236,52,15,75,4.914442163,0,1,2,1.514242424,0.050485389,6.5,1
237,37,9.5,27.5,3.441478439,0,0,1,2.503636364,0.136744807,4,0
238,52,15,85,2.379192334,0,0,1,1.514242424,0.050485389,10,0
239,57,13.5,37.5,44.99931554,1,1,4,2.503636364,0.136744807,0.4,0
240,72,15,85,3.277207392,1,0,1,1.514242424,0.050485389,2.2,1
241,42,15,37.5,1.040383299,0,0,2,2.503636364,0.136744807,8.8,0
242,52,15,37.5,2.269678303,0,0,2,2.503636364,0.136744807,9.1,0
243,37,15,150,16.29021218,1,0,2,2.503636364,0.136744807,2.4,1
244,52,15,95,2.559890486,0,0,3,1.514242424,0.050485389,4.4,0
245,57,15,150,1.549623546,0,1,4,1.514242424,0.050485389,8,0
246,42,13.5,32.5,11.06365503,1,0,3,2.503636364,0.136744807,6.2,0
247,67,15,37.5,14.95687885,1,1,5,2.503636364,0.136744807,7.6,1
248,57,15,22.5,11.15674196,1,0,2,2.503636364,0.136744807,8.5,0
249,72,3.3,27.5,13.92197125,1,1,3,2.503636364,0.136744807,1.1,0
250,77,7.5,32.5,23.23613963,1,0,1,2.503636364,0.136744807,15,0
251,52,9.5,37.5,9.971252567,0,1,3,2.503636364,0.136744807,5.9,0
252,47,15,32.5,16.06023272,1,0,3,2.503636364,0.136744807,5,1
253,47,15,55,16.79671458,0,0,2,2.503636364,0.136744807,11.7,0
254,67,15,22.5,15.84120465,1,0,4,2.503636364,0.136744807,1.3,0
255,42,15,42.5,14.68583162,1,0,2,2.503636364,0.136744807,6.1,0
256,42,15,32.5,10.97330596,1,0,2,2.503636364,0.136744807,2.9,0
257,52,8.5,27.5,15.09377139,1,0,2,2.503636364,0.136744807,6.4,0
258,37,8.5,22.5,9.360711841,1,1,6,2.503636364,0.136744807,5.7,1
259,52,9.5,27.5,2.223134839,0,0,2,2.503636364,0.136744807,6.6,1
260,52,11.5,22.5,16.04106776,1,0,3,2.503636364,0.136744807,8.4,0
261,57,15,27.5,18.66392882,1,1,6,2.503636364,0.136744807,8.2,0
262,57,8.5,32.5,24.83504449,1,1,4,2.503636364,0.136744807,7.7,0
263,47,15,32.5,22.16563997,0,0,2,2.503636364,0.136744807,5,0
264,52,6.5,32.5,13.36344969,0,0,1,2.503636364,0.136744807,4,0
265,52,13.5,32.5,18.23134839,1,0,2,2.503636364,0.136744807,8.8,0
266,57,15,37.5,24.66803559,1,0,3,2.503636364,0.136744807,16.3,0
267,70,5.8,27.5,16.58316222,1,0,5,2.503636364,0.136744807,5,0
268,62,5.8,27.5,21.77960301,1,0,3,2.503636364,0.136744807,7.4,0
269,77,15,27.5,8.87063655,0,0,3,2.503636364,0.136744807,4.6,0
270,42,15,42.5,22.54893908,1,0,1,2.503636364,0.136744807,4.8,0
271,42,9.5,32.5,44.99931554,0,0,3,2.503636364,0.136744807,7.5,1
272,57,15,37.5,15.50444901,1,0,4,2.503636364,0.136744807,5.1,0
273,72,7.5,27.5,44.99931554,1,0,2,2.503636364,0.136744807,13.7,0
274,62,9.5,18.7,9.45927447,1,0,2,2.503636364,0.136744807,10.7,1
275,67,3.8,18.7,8.736481862,1,0,2,2.503636364,0.136744807,3.5,1
276,77,15,150,16.3394935,1,0,2,2.503636364,0.136744807,8.5,1
277,52,15,32.5,16.30116359,1,1,5,2.503636364,0.136744807,8.6,0
278,62,15,27.5,32.41615332,0,0,2,2.503636364,0.136744807,9.4,1
279,37,7.5,42.5,24.38877481,0,0,2,2.503636364,0.136744807,12.9,0
280,57,15,75,12.3613963,0,1,3,1.514242424,0.050485389,9.9,0
281,62,9.5,37.5,17.42094456,0,1,4,1.153225807,0.006668057,6.6,1
282,42,15,85,18.41752225,1,1,4,1.514242424,0.050485389,11.9,0
283,70,15,47.5,54.99794661,1,0,3,1.514242424,0.050485389,14.5,0
284,70,15,95,16.41615332,0,1,4,1.514242424,0.050485389,2.4,0
285,42,15,47.5,12.59137577,0,0,3,2.503636364,0.136744807,0.4,0
286,42,9.5,27.5,7.520876112,0,0,1,2.503636364,0.136744807,3.3,1
287,37,12.5,65,4.676249144,1,1,2,1.514242424,0.050485389,5.7,0
288,77,5.8,32.5,15.36208077,1,0,4,2.503636364,0.136744807,11,1
289,32,15,47.5,5.681040383,1,1,4,1.153225807,0.006668057,6.4,1
290,67,5.8,22.5,7.06091718,0,0,4,2.503636364,0.136744807,2.5,0
291,27,5.3,22.5,21.50308008,0,0,4,2.503636364,0.136744807,12.3,0
292,52,15,32.5,2.95687885,0,0,2,2.503636364,0.136744807,6,0
293,57,13.5,27.5,2.327173169,1,0,2,1.514242424,0.050485389,4.1,0
294,62,15,85,7.427789186,1,1,4,1.514242424,0.050485389,0.1,1
295,67,15,75,7.110198494,1,0,2,1.514242424,0.050485389,4.8,0
296,62,5.8,55,6.617385353,0,0,1,1.514242424,0.050485389,12.7,0
297,77,5.3,32.5,7.326488706,0,0,2,1.153225807,0.006668057,14.5,0
298,57,7.5,32.5,13.06228611,0,1,4,2.503636364,0.136744807,12.7,0
299,77,4.3,37.5,13.71389459,0,0,3,2.503636364,0.136744807,5.1,0
300,67,7.5,27.5,6.926762491,0,0,2,2.503636364,0.136744807,13.8,0
301,72,5.8,27.5,13.61806982,1,0,2,2.503636364,0.136744807,5.3,0
302,37,11.5,27.5,24.41615332,1,0,5,2.503636364,0.136744807,4.2,0
303,47,10.5,37.5,1.034907598,0,0,1,2.503636364,0.136744807,12.7,0
304,47,15,32.5,14.39288159,1,1,3,2.503636364,0.136744807,5,0
305,42,15,47.5,5.9137577,0,1,4,2.503636364,0.136744807,6.7,0
306,37,4.3,27.5,1.223819302,1,0,1,1.026785714,0.063889094,8.1,0
307,52,9.5,22.5,1.478439425,1,0,2,1.026785714,0.063889094,3.4,0
308,52,9.5,37.5,1.262149213,1,0,2,1.026785714,0.063889094,6.5,0
309,52,6.5,32.5,9.590691307,0,0,2,1.026785714,0.063889094,7.7,0
310,57,6.5,27.5,18.2642026,1,0,1,1.026785714,0.063889094,3.5,0
311,77,12.5,37.5,4.815879535,0,0,1,1.238846154,0.050485389,2.3,0
312,47,15,85,5.546885695,0,1,3,1.238846154,0.050485389,8.5,0
313,32,15,55,10.0698152,1,0,1,1.238846154,0.050485389,6.5,0
314,37,15,42.5,3.58384668,1,1,5,1.238846154,0.050485389,3.8,0
315,77,7.5,42.5,14.66392882,0,0,3,1.238846154,0.050485389,2.5,0
316,42,8.5,47.5,13.80698152,1,1,2,1.238846154,0.050485389,4.4,0
317,67,3.8,37.5,1.229295003,0,0,3,1.238846154,0.050485389,5.8,1
318,47,15,37.5,1.859000685,1,0,3,1.238846154,0.050485389,8.9,0
319,52,6.5,32.5,1.631759069,1,0,2,1.238846154,0.050485389,1.4,0
320,42,15,75,1.311430527,1,0,1,1.238846154,0.050485389,7.7,0
321,47,6.5,55,3.529089665,0,0,1,1.238846154,0.050485389,6.7,0
322,72,7.5,95,19.13483915,0,1,3,1.238846154,0.050485389,4.9,0
323,77,10.5,37.5,11.43052704,0,0,2,1.238846154,0.050485389,4.8,1
324,77,10.5,37.5,8.610540726,0,0,1,1.238846154,0.050485389,5.3,0
325,70,9.5,22.5,13.0349076,1,0,2,1.238846154,0.050485389,2.3,0
326,77,10.5,65,8.34770705,0,0,2,1.238846154,0.050485389,7.6,1
327,62,6.5,55,14.55715264,0,0,2,1.238846154,0.050485389,0.1,0
328,57,15,47.5,19.90143737,0,0,2,1.238846154,0.050485389,7.7,0
329,77,3.3,55,21.25941136,0,0,2,1.238846154,0.050485389,5,0
330,57,9.5,47.5,5.308692676,0,0,2,1.238846154,0.050485389,13.9,0
331,42,4.8,18.7,4.424366872,1,0,2,1.08559322,0.110353056,5.1,0
332,32,15,42.5,10.58726899,1,0,1,4.599166667,0.064202275,3.6,0
333,57,4.8,22.5,1.9137577,0,0,1,1.08559322,0.110353056,6.3,1
334,47,12.5,22.5,2.039698836,1,1,2,1.08559322,0.110353056,11.7,1
335,70,4.8,11.3,3.65229295,1,0,1,1.08559322,0.110353056,8.1,0
336,47,5.3,13.7,2.798083504,1,1,4,1.08559322,0.110353056,8.8,0
337,32,3.8,11.3,2.360027379,0,0,2,1.08559322,0.110353056,11.2,0
338,52,10.5,22.5,2.362765229,1,0,2,1.08559322,0.110353056,8,0
339,77,2.3,32.5,1.782340862,0,1,2,1.154,0.068439488,12.7,0
340,47,9.5,18.7,1.691991786,0,0,1,1.08559322,0.110353056,2.3,1
341,27,9.5,32.5,1.503080082,0,0,2,1.154,0.068439488,0.4,1
342,47,4.8,16.3,1.242984257,1,0,3,1.08559322,0.110353056,10.3,0
343,77,3.8,42.5,9.130732375,1,1,3,1.154,0.068439488,14.3,0
344,57,6.5,18.7,33.16632444,0,0,4,1.08559322,0.110353056,7.6,0
